Random waveform, random seed
Total number of intervals = 120 (49816, 43088, 10146, 53375, 8693, 37202, 88323, 52590, 9532, 90973, 33384, 43800, 5463, 9736, 92138, 43825, 51889, 22154, 76144, 93936, 57514, 31659, 37460, 59620, 79008, 58830, 10242, 51137, 99613, 78942, 6297, 52209, 66223, 93776, 20073, 67615, 24982, 10862, 15506, 77467, 99945, 59853, 92244, 25241, 94543, 83035, 9263, 22020, 17623, 27693, 58231, 6077, 61622, 86484, 25340, 45836, 33703, 89406, 12513, 15316, 10068, 58987, 81214, 95962, 94874, 50086, 13091, 44151, 23288, 37729, 9491, 63881, 50622, 95239, 98886, 23970, 97873, 97601, 95323, 81050, 81132, 44028, 37514, 6819, 93084, 87217, 88958, 84195, 24594, 44003, 96767, 40766, 35508, 21900, 77559, 36406, 8132, 27087, 42830, 50258, 56962, 55165, 73055, 49716, 64206, 17054, 46930, 85099, 14541, 6887, 99678, 37229, 62851, 33495, 11683, 47172, 65104, 88996, 57841, 13416)
Average QPS expected = 51003
Timestamp start: 1715953627249
Timestamp end: 1715954827761

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      436.8   572.8   160.7   214.9   228.2   365.0   467.2   519.5   553.6   593.5   649.0   777.5  1147.7  6629.3 29564.4  27677.0    27693
read      404.0   416.3   160.7   213.4   226.4   335.4   414.8   468.5   510.3   560.3   623.8   729.3  1315.3  3978.2 20155.6  58344.5    58231
read      463.4  1249.0   173.5   229.1   250.2   354.7   397.1   421.9   439.3   461.8   491.2   542.4  3049.9 28393.3 37097.5   6089.3     6077
read      395.8   389.9   160.7   215.3   228.2   336.3   413.6   464.6   504.0   550.7   610.5   698.2  1131.5  2603.9 23432.6  61535.0    61622
read      382.3   345.6   160.7   218.6   231.5   334.2   397.7   437.6   470.0   511.6   568.4   655.3   960.9  2848.9 10859.9  86560.7    86484
read      456.2   681.8   160.7   213.9   227.3   374.9   479.7   532.7   570.3   618.8   697.1   839.8  1266.9  5537.6 31325.1  25439.0    25340
read      395.8   409.5   160.7   214.1   226.9   343.0   429.1   482.8   522.5   566.8   618.0   687.5   877.7  1928.9 28009.6  45922.1    45836
read      397.8   481.8   160.7   210.5   223.5   344.9   436.8   490.3   526.1   563.8   606.9   668.4   851.5  3985.6 29533.2  33738.3    33703
read      384.8   351.8   160.7   217.5   230.7   336.6   401.1   443.1   476.1   517.7   573.1   661.7   952.4  2891.4 11175.2  89539.4    89406
read      505.1  1064.0   160.7   224.4   242.2   409.1   493.1   539.9   573.4   610.6   654.8   728.4  2573.0 16907.5 36210.5  12527.1    12513
read      483.7   640.8   160.7   219.7   235.4   419.2   515.8   574.6   614.8   657.1   707.4   780.6  1258.2  7965.0 29643.7  15324.1    15316
read      428.6   554.6   173.5   222.9   241.2   395.0   465.3   502.1   527.5   555.1   591.0   641.4   766.2  5417.4 29118.9  10018.9    10068
read      400.1   382.8   160.7   214.1   227.0   337.8   417.6   469.7   511.1   559.5   620.6   717.0  1229.8  2680.1 14514.0  58950.2    58987
read      378.0   288.6   160.7   215.4   228.4   331.5   397.4   439.7   473.1   515.8   571.3   656.5   914.8  2166.3  9889.2  81101.7    81214
read      379.5   258.4   160.7   219.8   233.9   338.2   398.4   436.5   467.6   506.4   559.1   641.7   901.4  2376.6  8138.3  96034.9    95962
read      379.1   299.3   160.7   219.0   232.6   337.2   397.8   436.0   467.8   506.8   559.6   643.3   906.8  2199.1 10594.0  94763.6    94874
read      396.5   347.1   160.7   216.1   228.7   344.4   429.8   482.5   522.2   567.8   621.6   692.7   891.0  2000.2 12696.8  50120.9    50086
read      454.9   698.4   160.7   223.1   241.0   411.4   493.2   539.7   572.2   607.7   648.9   712.9   850.9  5912.3 31120.3  13158.4    13091
read      399.5   359.2   160.7   212.1   225.2   344.4   434.0   490.0   530.2   575.3   627.1   703.3   998.2  1991.7 12870.9  44234.8    44151
read      466.1   777.8   160.7   213.7   227.6   389.1   491.7   545.4   589.9   657.1   745.1   861.8  1084.2  9992.6 35427.8  23248.6    23288
read      388.9   326.0   160.7   211.6   225.1   347.7   436.7   487.7   522.4   558.6   598.1   654.1   778.4  1266.3 12840.6  37707.6    37729
read      385.9   750.9   173.5   226.8   243.6   362.3   399.6   418.7   431.2   446.7   464.9   495.4   570.6  8061.9 35973.5   9492.3     9491
read      385.8   300.3   160.7   218.0   230.8   340.3   417.0   465.1   501.6   543.7   594.7   668.9   822.6  1779.8 10188.8  63930.3    63881
read      385.4   294.9   160.7   214.8   228.0   342.4   424.8   474.1   510.9   552.2   598.4   661.1   789.3  1285.9 11411.4  50564.7    50622
read      372.5   244.7   160.7   219.4   233.0   338.0   399.1   436.7   466.6   503.0   550.0   627.8   799.0  1186.0  8054.6  95029.4    95239
read      375.0   260.4   160.7   220.6   235.4   341.7   401.3   438.4   467.3   503.5   549.7   627.9   802.0  1180.2  8506.3  98669.2    98886
read      386.8   291.4   160.7   213.0   226.6   359.4   446.7   487.2   512.9   538.9   569.3   611.3   712.4  1485.2 11509.3  24015.4    23970
read      371.2   211.8   160.7   220.1   234.5   339.4   398.7   434.7   463.8   499.7   545.8   621.7   787.0  1149.7  7830.1  97939.8    97873
read      373.6   193.4   160.7   221.0   236.0   342.6   401.9   437.9   466.3   501.5   547.3   623.7   792.0  1161.9  7702.7  97509.9    97601
read      372.5   246.8   160.7   219.5   233.7   339.8   399.6   435.9   464.7   500.4   546.6   623.8   796.3  1250.6  9163.2  95288.3    95323
read      376.1   224.1   160.7   218.7   231.9   338.0   403.8   445.9   477.7   517.3   568.2   642.9   804.9  1499.4  7796.8  81099.4    81050
read      377.7   244.4   160.7   217.2   230.5   338.2   406.0   448.7   481.2   521.1   572.3   651.2   829.2  1385.9  9015.9  81150.9    81132
read      387.5   279.4   160.7   213.8   227.1   345.6   428.5   478.0   514.3   553.1   596.7   657.8   787.2  1460.0 11819.8  43943.7    44028
read      391.3   273.6   160.7   215.6   228.9   349.0   437.7   489.5   524.8   561.6   602.1   657.0   772.3  1331.2 10556.6  37519.6    37514
read      370.0   476.5   173.5   235.6   256.5   352.3   381.8   397.2   408.1   423.3   439.8   470.1   570.4  5929.9 21119.2   6859.4     6819
read      372.7   194.4   160.7   219.9   234.2   339.9   400.1   437.1   466.5   502.8   549.6   628.7   803.3  1226.7  7111.8  92966.0    93084
read      374.4   212.5   160.7   219.3   232.9   338.1   401.1   440.2   470.5   508.4   558.6   636.5   806.9  1436.4  7807.4  87257.1    87217
read      369.6   196.7   160.7   218.4   231.7   334.8   397.1   435.0   465.1   502.4   549.9   626.7   788.1  1293.3  7777.2  88812.4    88958
read      373.2   217.8   160.7   218.9   232.1   336.2   400.3   440.3   471.1   509.7   560.0   636.1   804.5  1348.6  7846.9  84296.4    84195
read      388.7   658.3   160.7   214.1   227.6   358.4   444.8   485.7   512.0   538.9   570.0   612.7   703.1  1610.2 12774.0  24778.2    24594
read      388.4   220.4   160.7   215.9   229.2   346.6   431.4   482.3   519.0   558.3   601.8   661.4   786.6  1333.7  8235.3  43966.9    44003
read      375.0   284.4   160.7   220.6   235.3   342.4   402.9   440.3   469.0   505.2   552.1   631.9   809.1  1182.4  7100.9  96578.2    96767
read      389.7   316.5   160.7   216.1   228.9   346.8   433.3   484.1   520.2   558.6   600.9   658.4   776.3  1362.9  9896.2  40758.2    40766
read      388.5   281.5   160.7   215.3   228.4   347.2   437.2   488.3   522.8   558.1   595.7   646.2   747.9  1191.8 10554.4  35632.5    35508
read      389.7   307.7   160.7   219.6   233.2   366.1   448.5   485.1   508.5   533.5   561.7   598.1   685.2  1439.1 12640.1  21864.7    21900
read      379.7   219.7   160.7   219.1   232.4   339.2   408.8   452.8   486.6   527.8   579.7   659.6   831.1  1384.2  7795.8  77530.3    77559
read      391.1   269.4   160.7   213.2   226.7   351.3   440.7   492.3   527.2   563.3   602.7   658.5   786.2  1321.1  8733.5  36436.4    36406
read      375.4   523.7   173.5   232.5   251.3   359.2   392.6   409.3   422.0   434.7   454.9   483.1   561.4  6704.2 29151.8   8158.9     8132
read      390.4   300.6   160.7   213.6   227.1   357.4   448.3   493.0   521.4   549.8   583.0   629.9   737.7  1415.7 12147.7  27028.3    27087
read      389.0   242.9   160.7   215.1   228.3   346.7   432.8   484.5   520.9   560.0   603.7   663.5   792.0  1376.5  8978.2  42793.6    42830
read      388.1   255.4   160.7   217.8   230.6   343.9   426.5   476.1   513.8   556.2   603.8   667.6   792.1  1434.6  9789.0  50276.9    50258
read      386.7   217.5   160.7   219.0   231.8   342.8   423.0   471.0   508.6   551.9   601.5   669.1   802.4  1446.7  7945.7  57044.9    56962
read      387.1   247.3   160.7   218.2   231.0   342.6   423.0   471.9   510.1   553.8   603.7   671.6   803.0  1404.9  8676.4  55099.3    55165
read      378.7   281.1   160.7   215.3   228.5   337.4   408.8   453.4   487.2   528.0   579.3   655.7   818.8  1503.7 11866.8  72833.4    73055
read      387.3   293.4   160.7   216.0   229.0   342.5   425.0   474.7   512.3   553.8   600.9   665.2   793.4  1617.3 10770.3  49584.9    49716
read      383.4   245.8   160.7   217.1   230.1   339.4   415.1   462.1   498.4   541.4   592.8   667.2   828.4  1576.5  9722.5  64080.0    64206
read      385.7   398.7   160.7   218.3   231.1   373.0   437.1   466.3   486.1   506.6   532.4   567.7   645.4  2810.4 23886.3  17011.3    17054
read      385.1   242.2   160.7   214.1   227.4   343.1   425.8   474.4   511.3   551.8   596.0   658.3   787.6  1404.7 10075.7  46867.1    46930
read      373.0   210.7   160.7   217.5   230.6   336.2   401.1   441.0   471.7   510.5   562.1   639.0   812.2  1352.8  7806.0  84921.3    85099
read      379.9   401.7   160.7   219.7   233.2   372.6   427.0   452.1   467.9   487.5   508.4   542.3   622.0  2493.4 21230.8  14551.7    14541
read      370.0   537.7   160.7   231.3   251.2   350.8   380.5   395.4   404.7   419.2   433.7   462.3   546.7  7212.1 28459.0   6938.8     6887
read      377.9   192.7   148.8   221.4   236.9   345.8   405.5   442.9   471.0   506.8   553.9   633.1   813.1  1304.4  7319.0  99393.0    99678
read      392.1   368.9   160.7   214.8   228.0   346.7   436.8   488.6   524.4   561.3   601.4   656.3   773.0  1568.9 18498.2  37341.0    37229
read      383.5   232.6   160.7   215.4   228.6   341.2   418.8   465.4   501.6   543.0   592.3   666.4   823.5  1557.3  7935.0  62865.2    62851
read      387.2   313.7   160.7   210.9   224.4   347.2   437.4   486.9   520.4   554.5   590.7   640.2   747.4  1360.8 12433.4  33538.1    33495
read      382.2   388.3   173.5   226.9   243.3   374.0   418.5   439.4   454.5   469.6   492.2   523.6   597.3  4052.5 21056.5  11658.0    11683
read      393.1   299.8   160.7   219.5   233.3   349.4   432.6   482.4   519.6   560.8   607.0   669.7   798.4  1416.6  9860.9  47162.5    47172
read      388.0   372.6   160.7   218.8   231.8   341.9   417.6   463.9   500.1   542.3   593.2   669.5   839.0  1574.6 28076.8  65080.5    65104
read      375.7   248.2   160.7   218.7   232.1   338.7   402.0   441.7   472.0   510.1   561.1   640.7   828.4  1394.6  9610.9  88990.4    88996
read      386.0   273.5   160.7   218.0   230.8   341.4   421.2   469.1   506.3   548.6   597.9   668.2   805.3  1331.7 11114.5  57813.6    57841
read      387.4   493.2   160.7   224.2   239.5   375.6   426.6   450.7   466.1   484.9   506.0   540.4   627.6  4028.4 29133.4  13400.5    13416

Total QPS = 50993.4 (61192048 / 1200.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 15114435856 bytes :   12.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.96%,49.49%,100.00%
