Random waveform, random seed
Total number of intervals = 120 (94665, 46892, 20426, 12296, 73018, 98888, 65382, 15090, 21030, 93208, 81435, 95463, 62738, 42195, 15619, 60358, 42727, 33310, 31554, 74782, 5927, 19050, 72696, 12534, 90121, 62858, 64797, 54968, 88184, 98979, 60816, 40355, 62439, 41753, 97235, 17782, 38807, 83224, 45380, 69982, 84472, 36354, 78810, 66501, 16226, 97435, 54561, 76575, 21892, 48966, 11377, 30791, 75147, 58758, 36233, 44377, 24369, 65174, 37298, 84790, 60309, 74714, 99084, 31578, 6532, 21792, 70091, 23253, 28606, 25121, 61002, 26210, 32217, 93005, 78319, 82778, 59136, 21771, 96614, 27214, 86228, 85637, 35774, 24853, 27891, 71969, 35011, 29008, 28290, 24579, 76969, 89733, 6665, 73731, 18438, 35581, 5516, 46294, 33401, 42645, 80210, 26555, 43202, 39068, 89102, 29944, 90049, 89278, 48280, 73235, 40322, 73613, 30643, 48192, 15345, 21392, 91391, 26000, 21544, 87171)
Average QPS expected = 51843
Timestamp start: 1715948085155
Timestamp end: 1715949285667

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      398.8   422.8   160.7   213.2   226.3   344.0   431.3   486.3   526.6   571.4   622.5   687.9   884.5  2640.8 28515.9  44257.7    44377
read      505.9   895.1   160.7   216.3   230.2   409.3   515.9   569.9   613.3   680.8   792.3   945.1  1685.5  9624.6 36212.6  24427.4    24369
read      388.9   398.4   160.7   216.7   229.1   334.9   405.8   451.7   488.2   534.1   590.3   670.0   951.9  3507.7 20449.9  65120.8    65174
read      396.5   428.6   160.7   213.7   226.5   342.4   435.4   492.0   530.1   569.6   613.8   673.4   836.5  2030.4 28075.3  37202.2    37298
read      376.6   283.4   160.7   218.6   230.9   332.2   394.0   431.7   462.4   501.0   553.1   637.7  1047.2  2244.8  9724.5  84741.4    84790
read      385.1   341.8   160.7   217.2   229.6   335.5   407.8   455.5   493.6   540.8   596.8   672.8   872.6  1912.6 12587.2  60465.0    60309
read      379.6   294.9   160.7   216.9   229.7   334.0   399.7   441.3   473.5   515.7   572.3   653.8   910.5  2297.1 10189.0  74674.3    74714
read      386.2   273.6   160.7   220.9   236.1   346.1   407.5   445.4   473.6   509.8   560.6   641.9   961.9  2497.4  8497.0  99060.7    99084
read      404.5   392.8   160.7   211.6   224.9   356.2   456.0   507.7   541.9   578.0   620.4   679.6   866.1  2972.3 25393.5  31556.5    31578
read      518.5  1194.3   173.5   236.7   259.4   404.0   460.2   490.0   510.1   537.0   571.6   635.2  3563.9 22379.5 36502.1   6531.1     6532
read      577.6  1136.2   173.5   222.3   237.6   437.9   542.5   610.6   674.5   754.2   850.6   999.1  3513.6 15477.6 34664.4  21709.9    21792
read      418.5   389.6   160.7   218.9   231.9   345.4   420.2   468.2   507.8   558.7   626.3   748.2  1712.1  3422.6 12440.1  69966.7    70091
read      507.8   910.0   160.7   215.6   229.6   411.0   512.0   564.4   605.8   671.4   780.0   932.4  1859.9 11572.2 33576.2  23148.3    23253
read      451.2   585.9   160.7   213.3   227.1   374.8   484.9   538.1   574.3   618.3   686.1   870.0  1262.3  5525.3 30390.7  28596.8    28606
read      468.5   620.4   173.5   220.7   234.7   399.2   506.9   558.2   593.7   645.0   733.4   895.7  1185.8  5375.2 29904.1  25120.1    25121
read      410.5   456.0   160.7   221.0   234.9   356.8   437.2   487.6   526.3   573.3   632.5   721.6  1005.5  2360.8 19214.0  61065.6    61002
read      394.6   392.5   160.7   215.7   229.1   359.3   455.8   495.6   520.7   546.4   577.8   621.9   720.1  1954.6 24279.4  26244.0    26210
read      390.0   391.9   160.7   212.0   225.3   348.1   445.7   491.3   520.4   550.5   585.3   633.3   737.7  1498.3 24181.2  32274.9    32217
read      367.8   243.6   160.7   219.0   232.1   336.6   397.6   433.8   461.8   495.8   539.9   609.1   755.8  1210.0  7905.1  93095.6    93005
read      377.0   270.3   160.7   219.8   232.9   338.7   406.9   448.8   479.9   518.1   567.6   638.4   788.9  1475.7 10979.0  78263.1    78319
read      375.0   257.5   160.7   219.4   232.6   339.6   405.8   445.8   474.9   511.5   560.0   631.7   782.4  1358.6  9788.9  82666.6    82778
read      383.0   334.6   160.7   214.3   227.6   341.7   417.8   462.8   497.0   537.4   585.6   652.4   794.3  1455.5 16078.8  59111.9    59136
read      393.6   508.4   160.7   213.7   227.3   370.8   452.3   485.5   506.1   529.5   555.1   591.2   683.0  2843.9 29868.0  21771.5    21771
read      368.8   271.9   160.7   220.2   234.5   339.3   397.8   432.6   459.1   491.5   534.2   599.0   747.2  1198.2 10936.4  96668.3    96614
read      394.9   333.1   160.7   216.1   229.4   358.8   457.2   498.5   524.5   551.4   583.6   629.1   732.6  2160.4 13919.1  27145.0    27214
read      374.2   282.5   160.7   219.0   232.2   339.2   404.0   442.6   471.0   507.0   553.5   626.4   783.0  1381.1 11883.8  86444.7    86228
read      374.5   342.8   160.7   217.3   230.4   337.6   403.1   441.8   470.5   506.6   552.9   626.9   784.4  1490.1 19489.5  85639.8    85637
read      394.8   495.3   160.7   213.9   227.2   345.3   441.0   491.8   524.3   558.3   595.1   644.5   746.1  2102.0 29027.5  35700.1    35774
read      393.3   448.3   160.7   214.2   227.8   361.1   454.0   491.8   515.4   540.6   570.5   611.8   702.7  1745.2 28593.8  24910.8    24853
read      393.7   426.7   160.7   214.8   228.1   354.5   453.1   495.1   521.1   548.1   580.3   624.8   722.8  1569.5 28183.9  27851.1    27891
read      381.2   334.8   160.7   216.0   229.3   341.3   413.9   456.5   488.1   526.5   575.3   646.9   807.9  1473.9 13980.0  71944.6    71969
read      392.1   429.7   160.7   212.6   226.0   345.1   441.6   492.0   524.1   557.8   595.1   647.5   759.5  1381.6 28864.8  35098.9    35011
read      394.6   487.7   160.7   213.6   227.1   351.5   450.5   493.9   521.0   548.6   581.5   627.1   729.6  2068.8 29098.4  28964.4    29008
read      394.7   519.1   160.7   211.5   225.2   352.3   450.7   492.8   518.9   545.9   578.7   624.6   731.9  2257.8 29628.0  28240.2    28290
read      399.3   595.5   160.7   215.0   228.6   362.7   455.3   492.6   515.9   540.4   570.1   611.6   698.7  3363.0 30407.2  24544.6    24579
read      375.9   258.2   160.7   214.7   228.0   338.1   409.3   451.6   482.5   519.7   568.1   639.4   802.3  1512.6  8090.4  76833.2    76969
read      374.2   346.4   160.7   217.3   230.7   339.3   403.5   442.2   470.1   504.9   549.7   622.2   781.4  1380.4 24115.9  89684.5    89733
read      386.3   841.3   173.5   234.9   256.0   352.9   383.5   399.1   410.7   424.6   440.1   468.1   559.7 10139.5 31284.6   6659.8     6665
read      381.0   362.6   160.7   215.7   229.0   339.9   411.8   454.9   486.8   525.4   574.7   645.6   812.0  1649.1 24622.5  73761.5    73731
read      402.1   578.6   160.7   218.9   232.2   386.5   454.1   482.4   500.4   520.6   543.3   579.3   662.6  5599.0 29574.6  18298.3    18438
read      387.8   408.9   160.7   209.9   223.2   344.2   437.1   485.8   517.4   550.2   587.3   637.5   756.4  1618.8 28044.3  35565.6    35581
read      388.7   896.0   173.5   240.8   262.5   345.1   372.7   388.6   398.8   412.2   429.7   460.2   577.6 10593.8 33781.2   5516.9     5516
read      390.6   402.1   160.7   214.5   228.1   345.7   429.3   478.9   513.9   552.5   596.5   658.3   792.8  1446.4 27942.0  46223.8    46294
read      394.0   422.7   160.7   212.4   226.0   349.6   447.6   495.1   525.1   556.4   591.4   641.0   757.5  1486.2 27947.1  33267.3    33401
read      389.7   379.5   160.7   215.1   228.4   345.0   430.5   481.3   515.1   551.8   593.3   651.0   771.1  1568.8 25163.1  42742.9    42645
read      376.2   366.6   160.7   216.2   229.8   338.8   405.5   445.4   473.9   509.3   556.0   629.2   795.2  1511.0 21867.2  80145.2    80210
read      393.2   371.4   160.7   214.0   227.4   357.9   454.7   494.8   520.0   546.3   578.0   623.2   730.3  2069.4 20758.0  26520.3    26555
read      389.5   378.7   160.7   214.7   227.8   344.0   430.4   480.8   516.2   554.0   596.9   653.9   775.6  1659.8 23482.2  43239.5    43202
read      389.2   451.6   160.7   214.5   227.5   340.8   430.2   482.8   517.0   552.2   591.6   642.9   747.2  1491.3 28474.6  39030.8    39068
read      374.6   314.1   160.7   219.7   233.5   339.2   401.6   439.6   468.4   503.9   550.0   624.7   793.7  1523.6 11656.1  89077.8    89102
read      395.2   508.0   160.7   213.5   226.8   349.4   449.4   494.6   522.6   551.1   584.7   631.3   736.3  2365.3 29226.6  29947.9    29944
read      371.4   257.9   160.7   219.3   232.8   337.8   400.0   437.1   465.7   500.6   546.0   619.2   778.7  1530.3  7997.6  90155.7    90049
read      371.8   309.3   160.7   218.0   231.3   338.5   401.2   438.4   466.4   500.7   545.3   617.3   774.3  1368.4 11456.7  89134.2    89278
read      388.0   393.7   160.7   213.4   226.9   343.3   425.5   474.7   510.2   549.5   594.1   656.5   791.2  1459.3 24994.9  48169.5    48280
read      380.0   279.3   160.7   219.0   232.3   342.4   411.9   454.2   485.6   523.5   572.4   642.8   799.0  1411.1  8093.5  73195.1    73235
read      397.5   328.3   160.7   220.4   234.7   352.9   443.5   495.9   530.4   566.7   607.8   663.5   783.1  1340.1 12715.2  40258.0    40322
read      379.2   299.1   160.7   219.2   232.5   340.0   409.3   451.9   483.6   522.1   571.5   641.6   796.8  1359.6 12283.4  73576.5    73613
read      391.4   418.2   160.7   212.4   225.7   348.0   448.1   493.6   522.0   551.1   585.2   632.4   738.1  1889.6 25080.1  30634.8    30643
read      387.7   444.3   160.7   213.2   226.6   343.0   424.7   471.7   506.0   545.0   590.0   650.0   785.0  1438.9 27951.1  48070.8    48192
read      394.2   479.3   160.7   220.2   233.6   389.2   444.3   468.0   484.7   502.0   524.5   552.6   638.1  3840.1 28709.4  15342.4    15345
read      404.5   610.6   160.7   218.8   232.0   378.6   458.8   491.4   511.9   534.2   559.9   594.5   690.0  3934.0 29767.3  21299.5    21392
read      369.5   265.8   160.7   219.2   232.7   337.4   398.3   434.6   462.4   496.3   540.7   610.3   758.8  1220.0 11029.0  91377.6    91391
read      398.1   448.9   160.7   216.3   229.6   362.2   458.3   497.6   522.1   547.2   578.4   622.6   719.5  3065.5 28237.0  25996.1    26000
read      407.2   681.8   160.7   219.5   232.9   378.0   459.5   492.3   512.9   535.5   562.0   597.4   688.3  4051.3 32098.3  21536.0    21544
read      374.5   299.8   160.7   220.0   233.8   339.1   402.2   440.7   469.6   505.7   553.0   628.0   782.5  1462.4 11465.6  87228.3    87171

Total QPS = 51834.1 (62200928 / 1200.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 15363629710 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.96%,49.49%,100.00%
