timestamp,cpu
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792650,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792651,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792652,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792653,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792654,0.0
1715792655,0.0
1715792655,0.0
1715792655,10.0
1715792655,0.0
1715792655,10.0
1715792655,0.0
1715792655,10.0
1715792655,19.9
1715792655,0.0
1715792655,10.0
1715792656,10.0
1715792656,0.0
1715792656,10.0
1715792656,0.0
1715792656,10.0
1715792656,10.0
1715792656,0.0
1715792656,10.0
1715792656,0.0
1715792656,10.0
1715792657,10.0
1715792657,0.0
1715792657,19.9
1715792657,10.0
1715792657,0.0
1715792657,10.0
1715792657,10.0
1715792657,0.0
1715792657,10.0
1715792657,0.0
1715792658,10.0
1715792658,10.0
1715792658,0.0
1715792658,10.0
1715792658,0.0
1715792658,10.0
1715792658,10.0
1715792658,0.0
1715792658,19.9
1715792658,10.0
1715792659,0.0
1715792659,10.0
1715792659,10.0
1715792659,0.0
1715792659,10.0
1715792659,0.0
1715792659,10.0
1715792659,10.0
1715792659,10.0
1715792659,10.0
1715792660,0.0
1715792660,10.0
1715792660,10.0
1715792660,0.0
1715792660,0.0
1715792660,0.0
1715792660,0.0
1715792660,0.0
1715792660,0.0
1715792660,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792661,0.0
1715792662,0.0
1715792662,10.0
1715792662,10.0
1715792662,10.0
1715792662,10.0
1715792662,10.0
1715792662,29.9
1715792662,10.0
1715792662,10.0
1715792662,10.0
1715792663,19.9
1715792663,10.0
1715792663,10.0
1715792663,19.9
1715792663,10.0
1715792663,10.0
1715792663,10.0
1715792663,10.0
1715792663,19.9
1715792663,10.0
1715792664,19.9
1715792664,10.0
1715792664,10.0
1715792664,10.0
1715792664,10.0
1715792664,19.9
1715792664,10.0
1715792664,10.0
1715792664,19.9
1715792664,10.0
1715792665,10.0
1715792665,19.9
1715792665,10.0
1715792665,10.0
