#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      371.6   222.6   160.7   233.8   252.1   349.6   397.1   424.0   442.9   465.4   497.0   551.8   683.4  2330.0  9730.0  30197.3    30190  1715200879906  1715200890020
read      355.6   236.1   160.7   232.1   249.3   334.7   376.4   400.5   419.0   439.4   467.7   514.9   653.0  1633.4 12329.1  30066.1    30195  1715200891530  1715200901641
read      367.5   223.7   160.7   239.8   257.7   347.7   392.2   417.2   434.7   456.9   484.5   533.0   660.4  1882.6  8641.7  30141.0    30200  1715200903150  1715200913262
read      368.8   226.0   160.7   234.8   253.5   347.5   393.8   420.1   438.5   461.5   491.7   543.6   679.1  2057.8  9322.4  30216.4    30205  1715200914771  1715200924896
read      369.4   203.5   160.7   233.7   251.3   348.3   395.9   422.9   441.8   464.6   495.2   546.9   688.1  1960.0  8097.8  30167.3    30210  1715200926403  1715200936514
read      369.6   218.7   160.7   235.1   254.0   349.0   395.9   422.2   440.5   462.8   492.3   542.0   679.8  1813.2 10050.9  30193.6    30215  1715200938023  1715200948135
read      362.2   201.9   160.7   233.2   250.7   341.9   386.8   411.8   430.3   452.9   481.2   532.4   668.7  2022.5  8040.6  30251.6    30220  1715200949644  1715200959760
read      357.4   191.3   160.7   234.2   251.4   338.9   381.8   405.5   424.2   445.1   470.4   515.6   642.5  1306.2  8135.0  30193.2    30225  1715200961269  1715200971381
read      357.3   233.4   160.7   230.7   247.3   335.8   380.1   404.7   424.2   446.0   472.5   522.8   654.7  1965.3 10898.4  30279.1    30230  1715200972888  1715200983004
read      354.7   199.6   160.7   233.6   249.7   334.8   376.7   401.4   420.4   441.6   469.0   515.2   640.0  1491.3  8280.1  30268.5    30235  1715200984512  1715200994623
read      359.4   206.1   160.7   233.7   251.2   339.5   383.0   406.9   425.7   447.0   472.2   519.3   651.3  2001.9  8669.5  30154.7    30240  1715200996131  1715201006246
read      362.1   205.9   160.7   232.2   249.4   341.7   388.0   413.9   432.4   455.1   483.1   531.3   662.2  1814.5  8603.1  30162.5    30245  1715201007754  1715201017869
read      369.8   221.8   160.7   235.6   255.1   348.0   393.4   419.6   437.8   461.0   491.3   546.9   691.6  1834.9  8761.5  30265.4    30250  1715201019376  1715201029488
read      360.2   219.7   160.7   232.4   249.1   338.4   383.6   409.1   428.7   451.8   480.4   531.7   664.8  1553.6  8578.0  30239.3    30255  1715201030994  1715201041110
read      360.0   211.6   160.7   231.1   248.0   338.2   383.5   409.2   428.7   451.9   481.2   533.5   669.8  1849.3  8687.3  30215.1    30260  1715201042619  1715201052728
read      361.4   198.3   160.7   233.6   250.2   341.1   387.0   412.6   431.3   454.1   482.6   531.5   661.4  1697.5  8350.9  30193.8    30265  1715201054236  1715201064349
read      356.3   205.8   160.7   227.5   244.7   335.2   379.3   403.8   423.5   445.7   473.0   526.1   675.6  1982.7  8133.2  30218.0    30270  1715201065859  1715201075980
read      359.3   218.6   160.7   229.0   246.3   338.9   384.7   410.3   429.1   451.6   479.7   531.5   667.3  1571.3 12195.6  30280.9    30275  1715201077486  1715201087603
read      365.7   230.8   160.7   232.0   249.5   343.2   390.5   417.3   436.3   459.8   489.9   543.1   682.6  1837.7 11032.5  30297.6    30280  1715201089109  1715201099222
read      352.1   207.4   160.7   223.8   240.0   329.9   376.2   402.5   422.6   445.2   473.1   526.8   666.2  1626.1  8700.3  30243.8    30285  1715201100731  1715201110851
read      366.7   240.8   148.8   228.6   246.6   343.4   391.5   419.0   438.2   461.9   493.2   547.9   691.0  2239.2 11291.4  30275.7    30290  1715201112359  1715201122472
read      367.3   233.1   160.7   226.6   244.7   343.6   392.6   420.1   439.1   462.7   494.3   550.0   703.6  2736.9  8769.7  30316.6    30295  1715201123981  1715201134093
read      366.5   219.1   160.7   232.6   250.2   345.2   392.4   419.0   437.3   461.0   491.3   543.7   682.6  1738.2 10142.8  30306.3    30300  1715201135600  1715201145712
read      352.8   203.8   160.7   229.1   245.3   330.8   373.7   399.1   418.5   440.4   468.8   519.4   648.3  2134.8  8250.0  30298.0    30305  1715201147220  1715201157330
read      365.5   203.9   160.7   230.1   248.3   344.8   392.8   419.7   438.2   461.6   492.0   543.8   678.3  1967.8  8407.8  30286.4    30310  1715201158838  1715201168954
read      358.9   189.5   148.8   227.3   245.0   338.6   385.6   411.7   430.4   452.8   480.6   533.2   671.9  1813.0  7963.4  30326.6    30315  1715201170462  1715201180579
read      335.5   196.4   160.7   222.5   237.1   312.8   351.7   374.7   393.6   416.0   446.2   496.8   640.2  1804.5  8170.1  30382.6    30320  1715201182086  1715201192199
read      361.6   196.0   160.7   229.4   247.5   342.7   388.8   414.3   432.4   454.7   482.5   533.6   671.4  1496.2  9381.9  30317.3    30325  1715201193706  1715201203817
read      353.5   196.3   160.7   228.2   245.2   332.0   375.2   400.9   420.8   443.4   471.8   525.1   652.7  1474.1  8402.6  30290.0    30330  1715201205326  1715201215440
read      357.5   202.0   160.7   231.0   247.7   336.3   380.8   405.7   425.4   448.0   476.2   527.2   662.5  1761.9  8604.2  30286.8    30335  1715201216949  1715201227070
read      357.9   234.5   160.7   230.9   247.4   336.4   380.5   405.4   425.0   447.4   476.2   531.5   664.4  1687.2 10596.6  30324.4    30340  1715201228576  1715201238685
read      362.3   231.2   160.7   228.5   246.2   339.9   386.5   412.6   431.5   454.6   484.0   536.9   679.6  2324.5 10173.0  30315.8    30345  1715201240192  1715201250308
read      350.6   195.5   160.7   227.4   244.4   330.1   372.0   396.4   414.4   435.3   464.7   513.3   657.9  1819.8  8063.8  30373.1    30350  1715201251816  1715201261928
read      360.3   210.3   160.7   228.1   246.9   340.8   385.3   410.0   428.4   450.4   478.2   530.2   679.3  1533.8 10727.3  30265.3    30355  1715201263437  1715201273548
read      355.7   190.1   160.7   233.3   250.3   336.0   378.5   402.7   421.7   442.8   469.7   518.9   655.4  1632.3  8536.2  30414.5    30360  1715201275057  1715201285166
read      349.5   196.3   160.7   226.3   242.6   328.8   372.6   397.9   416.5   437.1   465.7   511.9   640.9  1560.4  7929.8  30374.9    30365  1715201286673  1715201296787
read      364.8   230.9   160.7   230.0   247.3   342.4   390.8   417.5   435.7   458.9   489.1   542.2   681.1  1958.7 10747.0  30386.6    30370  1715201298299  1715201308415
read      356.5   194.9   160.7   232.8   249.2   335.1   378.0   403.1   422.3   444.0   471.4   524.9   661.9  1737.2  8123.8  30459.0    30375  1715201309922  1715201320030
read      361.3   203.0   160.7   228.8   247.5   341.6   387.2   412.4   430.5   452.5   480.1   532.8   679.9  1633.9  8584.3  30378.3    30380  1715201321540  1715201331654
read      363.0   252.6   160.7   232.2   250.3   339.9   384.1   409.3   428.5   451.4   480.8   536.2   679.9  2180.9 11645.1  30417.8    30385  1715201333161  1715201343272
read      353.1   203.0   160.7   227.6   244.0   332.4   376.8   401.8   420.8   441.8   468.9   517.7   653.0  1749.1  8258.8  30346.3    30390  1715201344778  1715201354900
read      354.0   205.2   160.7   230.5   246.8   333.0   375.6   400.2   419.0   440.1   468.1   517.4   657.1  1752.2  9556.9  30415.4    30395  1715201356407  1715201366520
read      353.7   180.8   160.7   226.9   243.7   333.7   379.2   404.1   423.7   445.6   472.2   523.9   656.8  1599.9  8045.7  30326.1    30400  1715201368029  1715201378138
read      371.9   223.9   160.7   230.1   249.4   350.2   399.0   426.5   446.2   468.6   501.5   561.8   699.7  1715.1  8695.8  30354.6    30405  1715201379644  1715201389758
read      365.7   208.2   160.7   233.6   251.1   344.0   390.8   417.3   435.8   459.2   489.7   542.6   677.8  1816.0  8178.8  30451.3    30410  1715201391263  1715201401370
read      361.4   207.0   160.7   226.0   244.1   341.1   388.3   414.2   432.7   455.7   485.4   539.2   678.7  1776.3  9007.7  30454.2    30415  1715201402880  1715201412994
read      364.6   220.7   160.7   231.0   248.4   342.4   389.3   415.9   434.5   457.9   488.2   540.8   675.0  2394.2  9073.4  30376.9    30420  1715201414502  1715201424615
read      358.6   207.4   160.7   230.0   247.2   336.4   380.6   405.7   425.4   448.1   477.1   533.4   667.3  2281.6  8377.0  30347.5    30425  1715201426123  1715201436241
read      364.2   221.7   160.7   230.0   247.7   342.9   390.6   417.6   436.2   459.6   490.4   544.2   676.6  1278.8 10657.4  30534.8    30430  1715201437747  1715201447858
read      366.4   204.9   160.7   231.1   249.3   345.7   393.0   419.3   437.4   460.7   491.7   545.0   679.0  1833.1  8503.9  30478.1    30435  1715201449364  1715201459476
read      365.9   190.7   160.7   230.5   248.0   345.3   394.1   421.3   440.1   463.3   494.7   546.8   679.3  1549.4  7984.2  30427.5    30440  1715201460985  1715201471102
read      345.1   195.3   160.7   225.5   241.0   324.1   366.8   391.5   409.0   430.6   459.2   506.3   631.1  1788.9  8296.0  30350.6    30445  1715201472610  1715201482721
read      358.1   211.1   148.8   225.3   243.2   337.6   384.3   409.5   428.3   450.8   479.5   533.5   670.8  1945.5  8685.2  30389.3    30450  1715201484227  1715201494342
read      348.7   182.6   160.7   226.0   241.9   329.3   373.4   398.3   416.6   436.5   465.0   512.3   639.2  1568.9  8129.4  30402.6    30455  1715201495849  1715201505959
read      360.2   197.3   148.8   224.3   241.9   340.0   388.7   415.3   433.9   457.9   490.0   546.1   674.2  1317.2  8059.9  30418.4    30460  1715201507466  1715201517580
read      356.3   187.1   160.7   227.1   243.7   335.5   381.2   406.7   425.9   448.3   477.7   532.2   674.5  1725.9  8290.9  30435.7    30465  1715201519088  1715201529196
read      354.1   219.6   160.7   225.8   241.9   333.1   379.2   404.1   423.1   444.4   471.8   525.3   651.9  1911.1  8520.9  30516.5    30470  1715201530704  1715201540817
read      334.6   208.0   160.7   220.8   235.5   314.0   353.5   376.4   394.0   414.4   440.3   488.9   622.0  1907.8  8190.9  30523.5    30475  1715201542322  1715201552435
read      357.3   196.3   160.7   227.3   243.8   337.7   385.0   410.6   429.3   452.2   481.6   533.7   658.0  1264.0  9717.5  30525.4    30480  1715201553942  1715201564059
read      346.7   203.3   160.7   225.6   241.4   326.4   368.9   393.3   410.6   431.6   460.1   506.2   637.6  1704.4  9437.7  30476.4    30485  1715201565567  1715201575691
read      356.4   196.9   160.7   230.6   247.2   336.4   381.6   406.7   425.7   447.6   475.0   526.1   640.9  1631.4  8604.5  30548.3    30490  1715201577200  1715201587314
read      356.3   218.8   160.7   230.7   247.5   335.2   378.6   402.8   421.4   442.0   469.3   520.6   664.8  2029.7  9845.6  30609.2    30495  1715201588820  1715201598934
read      353.2   211.9   148.8   227.5   243.5   331.5   376.4   401.7   420.6   441.6   469.7   521.8   658.2  1974.8  8719.8  30462.7    30500  1715201600439  1715201610550
