Random waveform, supplied seed
Total number of intervals = 150 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682)
Average QPS expected = 50033
Timestamp start: 1715967481569
Timestamp end: 1715968382109

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      400.3   381.5   160.7   220.8   234.3   350.5   426.5   471.6   507.3   549.4   602.0   677.3   962.0  2974.2 15393.4  60154.3    60154
read      468.6   575.9   160.7   222.4   236.4   392.9   492.7   545.8   589.2   656.4   774.8   934.9  1203.4  4712.7 29768.9  22988.7    22964
read      433.3   590.7   173.5   232.6   254.0   391.3   451.5   484.2   506.3   536.1   572.7   629.0  1096.3  7510.3 29425.1   8093.0     8172
read      404.7   452.5   160.7   220.4   233.4   362.0   450.3   496.7   526.7   558.7   596.0   652.6   909.2  2055.9 28714.1  27560.2    27652
read      402.5   432.4   160.7   219.8   232.3   361.7   443.3   491.8   526.5   564.8   608.7   670.4   808.8  1774.4 28806.5  37532.3    37594
read      466.5   494.4   173.5   222.9   237.2   389.9   491.8   544.9   585.9   642.3   761.1   938.7  1296.2  4725.6 28088.6  24389.5    24367
read      497.2   609.3   173.5   223.6   238.7   382.9   494.5   568.4   629.4   738.3   914.1  1109.8  1434.4  5776.0 29517.0  33729.7    33771
read      884.0  1557.6   160.7   296.5   340.4   505.7   630.5   836.9  1441.0  1597.9  1721.8  1884.0  3939.3 20260.3 37437.5  84819.8    84944
read      921.6  1546.2   173.5   289.5   336.6   519.5   687.5  1337.4  1531.8  1637.3  1756.0  1940.2  2983.7 20172.6 37473.6  85538.7    85666
read      695.1  1326.6   160.7   228.6   251.3   410.1   519.9   620.4   753.8  1288.1  1591.0  1817.2  2707.5 19557.4 36993.8  51830.0    51918
read      560.7   807.1   160.7   218.3   231.7   377.1   523.7   653.9   803.3   945.2  1082.8  1260.7  2012.4  7741.6 33332.4  34482.3    34406
read      463.4   622.0   160.7   216.7   229.8   374.6   476.6   538.3   582.9   637.3   736.6   956.5  1296.1  5610.0 31085.7  28608.8    28664
read      410.2   404.6   160.7   215.3   228.1   363.4   446.1   496.0   533.7   577.8   629.0   702.2  1037.6  2338.3 27888.4  38278.0    38289
read      551.2   974.7   173.5   223.4   238.5   433.7   554.7   638.6   703.2   776.2   859.2   983.1  2538.7 11309.2 36548.0  20723.7    20658
read      515.5   766.6   173.5   225.4   243.1   433.6   523.8   579.6   618.7   662.7   719.7   822.1  2562.2  6789.6 31767.3  13805.5    13840
read      499.5   474.3   160.7   229.6   250.0   400.1   484.7   540.4   582.5   633.7   713.1  1361.0  1947.6  4871.7 12438.0  93316.5    93419
read      391.5   335.0   160.7   221.7   237.1   350.9   412.7   450.7   479.8   516.6   567.0   645.7   876.4  3393.1  9980.8  98361.8    98284
read      396.8   335.8   160.7   218.8   231.4   349.8   424.2   467.9   502.1   543.6   600.1   685.7   932.6  2643.3 11998.4  71119.5    71313
read      412.0   353.4   160.7   220.4   233.2   368.2   447.6   496.8   534.2   578.0   631.8   708.0   994.6  2722.5 17154.1  42201.5    42089
read      401.7   334.2   160.7   219.1   231.1   358.7   435.2   482.3   518.4   561.8   615.7   688.6   916.2  2451.7 12854.5  46603.5    46458
read      407.1   372.1   160.7   217.8   230.3   368.5   450.6   498.4   532.0   570.3   616.0   678.6   868.6  2179.5 19405.3  30727.7    30755
read      404.0   426.3   160.7   218.7   230.5   359.1   435.2   484.3   520.8   562.9   615.2   685.6   903.2  2826.9 24917.8  42947.7    42889
read      384.6   364.3   160.7   221.8   236.8   345.0   405.1   442.2   470.5   507.1   554.8   630.6   809.4  3914.0 15198.7  93521.0    93552
read      398.0   310.8   160.7   221.1   234.5   352.0   425.8   469.3   503.9   545.4   600.5   682.8   921.4  3102.4 10947.8  65627.8    65694
read      406.4   469.4   160.7   219.1   231.3   363.4   447.1   495.3   528.4   565.1   608.4   669.4   874.3  2374.8 29939.0  29516.8    29574
read      403.0   370.9   160.7   220.3   233.0   356.7   432.6   479.5   515.1   558.7   613.9   689.2   942.5  3085.9 15220.0  51452.3    51355
read      379.8   243.2   160.7   218.3   230.6   339.5   409.7   452.2   484.9   525.0   575.9   647.6   808.8  2134.8  8225.2  67452.2    67361
read      537.5   788.9   173.5   224.2   241.1   433.3   526.4   588.6   635.9   691.1   775.5   948.8  2903.5  9892.8 31871.9  16318.0    16287
read      391.5   332.4   160.7   214.7   227.9   339.3   405.2   446.3   478.5   519.8   576.3   667.8  1407.9  3285.5  9068.3  81356.7    81508
read      399.2   366.4   160.7   218.7   232.2   345.0   410.7   451.6   483.3   523.9   580.0   675.5  1508.8  3904.0  9792.5  87782.5    87619
read      393.1   299.2   160.7   223.7   239.8   353.3   413.7   450.7   478.8   515.1   565.6   647.5   925.6  3213.2  8482.5  99030.5    99068
read      389.1   287.0   160.7   216.6   228.8   344.0   419.5   466.3   502.9   546.0   599.7   671.6   869.1  2280.1 10934.9  51124.0    51267
read      478.3   880.3   173.5   223.7   241.2   403.3   474.5   517.5   549.2   585.3   628.3   693.7  2537.0  7089.7 35048.1  11866.7    11822
read      454.5   436.3   160.7   226.7   245.2   378.0   448.9   492.7   525.7   566.9   626.2   796.7  1826.0  4424.8 15782.7  97415.8    97494
read      388.5   374.2   160.7   221.4   236.5   346.0   404.9   441.3   469.4   505.3   553.4   634.8   976.2  3501.9 12519.6  97188.5    97350
read      388.5   319.1   160.7   218.3   230.1   342.9   414.5   459.1   495.2   539.1   593.8   669.6   913.2  2168.5 12843.9  55626.2    55460
read      380.7   360.0   160.7   216.1   229.2   336.3   400.0   437.5   467.0   503.7   553.1   633.6   904.0  3910.7 12230.3  85970.8    85984
read      402.5   433.1   160.7   219.0   232.2   348.9   418.3   460.7   493.8   535.1   590.2   679.5  1171.1  4522.1 19873.1  82050.7    82043
read      393.1   320.2   160.7   217.1   229.2   346.4   421.5   467.1   503.9   547.6   602.8   676.6   918.7  3232.6  8898.0  52822.7    52873
read      491.7   749.7   173.5   221.2   236.8   421.6   503.3   556.9   596.2   639.0   694.3   794.5  1930.4  6301.2 31998.0  13947.5    13911
read      421.2   445.8   160.7   218.9   231.7   353.1   432.1   483.1   524.3   575.2   638.9   764.0  1420.9  4351.8 25061.2  49967.7    49984
read      450.4   886.8   173.5   222.0   239.8   379.1   435.4   466.8   491.6   521.6   562.5   626.8  1737.5  9588.3 32153.8   9229.3     9274
read      450.0   563.2   160.7   212.9   226.0   365.7   467.5   523.0   562.7   613.2   702.4   901.9  1328.5  5830.8 29693.1  27116.5    27187
read      547.2  1084.3   160.7   213.6   228.2   434.1   545.5   619.8   673.8   733.7   807.7   918.1  2463.1 13931.9 36841.2  18724.8    18735
read      405.1   481.9   160.7   219.0   232.4   345.8   411.8   452.5   484.0   524.4   580.5   674.4  1537.9  4683.1 25258.9  86546.2    86505
read      373.4   372.1   160.7   218.8   231.8   334.7   393.3   428.2   455.3   488.9   534.1   605.8   777.1  4120.6 16108.3  92786.2    93039
read      387.5   345.2   160.7   217.1   229.9   340.6   409.6   451.3   483.1   522.4   576.2   659.2   903.2  3564.9 11793.2  75924.0    75999
read      400.3   435.7   160.7   213.3   226.2   356.2   439.6   489.0   522.9   559.9   604.9   668.1   900.5  2591.1 26127.3  32337.7    32324
read      378.7   306.1   160.7   218.5   231.2   335.6   397.2   434.5   464.5   502.0   550.7   631.4   886.3  3402.3  8499.0  84298.7    84255
read      381.1   314.8   160.7   218.3   231.1   337.2   400.9   438.8   468.7   506.6   557.7   637.6   906.8  3157.8  8922.5  81866.8    81759
read      407.0   380.0   160.7   218.1   230.3   364.1   444.8   494.9   531.6   573.3   622.4   688.4   936.2  2777.5 24894.1  37417.5    37291
read      399.7   373.8   160.7   216.4   229.2   351.1   428.7   474.9   511.4   556.3   612.5   688.1   935.2  3264.8 12781.0  54015.7    53818
read      397.1   453.1   160.7   210.8   223.9   350.5   437.4   487.1   520.5   555.8   597.0   658.3   877.5  2684.7 27813.8  30227.5    30297
read      397.5   457.7   160.7   215.9   228.3   351.1   436.6   486.7   520.7   556.7   598.0   655.2   844.2  2014.4 28577.5  31600.5    31569
read      402.3   426.9   160.7   215.2   227.8   352.9   433.9   484.0   521.4   563.5   612.6   677.9   933.9  3427.4 25602.1  38932.5    38927
read      460.6   751.0   160.7   219.7   236.4   393.3   461.3   498.9   527.0   560.2   601.2   672.3  2181.7  7963.3 35544.7  10673.8    10652
read      472.3   465.3   173.5   230.0   250.3   389.6   460.7   509.0   549.1   602.7   681.6   875.7  1842.4  4661.1 19507.3  97751.8    98119
read      406.5   397.3   160.7   220.0   232.5   358.9   436.7   485.6   523.4   569.1   624.2   693.7   932.9  3380.5 19783.4  48230.8    48176
read      400.5   310.3   160.7   216.7   229.0   357.9   439.8   489.4   525.1   564.9   612.2   676.3   894.0  3272.6 10797.4  35014.7    34929
read      397.6   327.5   160.7   219.4   232.2   347.1   421.0   466.1   501.1   543.4   600.1   684.7  1016.5  3122.0 12524.7  69684.0    69735
read      521.0   871.7   160.7   213.5   227.7   418.1   525.8   595.7   655.0   725.8   809.9   928.9  2078.4 12678.9 31963.2  20822.2    20753
read      413.8   382.7   160.7   219.7   233.6   349.0   414.0   454.8   487.6   531.0   592.2   717.2  1708.8  3585.4 12185.0  84490.2    84642
read      403.3   425.1   160.7   218.5   230.3   355.8   436.4   486.7   523.7   565.9   616.1   684.1   887.2  2463.8 25316.1  42276.2    42333
read      384.8   279.1   160.7   216.7   228.9   336.7   408.7   452.8   487.5   532.0   589.0   669.6  1023.9  2048.4  9349.9  61396.7    61587
read      383.9   309.0   160.7   218.1   230.7   338.7   404.5   445.3   476.0   514.5   567.2   649.8  1000.6  2403.2 11703.2  77889.0    77998
read      378.8   268.5   160.7   220.6   235.1   341.3   399.4   434.3   462.0   496.7   543.0   620.7   906.7  2634.1  7974.2  97451.3    97625
read      524.1   932.5   160.7   211.9   225.9   404.5   518.3   592.2   659.0   736.2   828.9   961.0  2341.1 12446.8 36384.3  23807.2    23781
read      383.6   337.5   160.7   212.9   225.8   336.9   408.7   452.5   486.5   528.7   583.7   666.6   971.7  2159.3 11513.1  66689.5    66723
read      395.8   407.6   160.7   215.6   228.1   351.0   437.0   487.3   520.8   555.6   595.8   651.6   808.3  3411.0 25236.0  31015.7    31016
read      382.5   338.7   160.7   213.4   225.9   337.3   411.9   458.3   494.7   537.7   587.8   654.1   828.7  2256.1 13801.9  47379.0    47394
read      372.1   305.4   160.7   218.4   231.6   334.6   392.1   426.1   453.0   487.0   533.4   609.9   867.5  2461.9 11397.8  95559.3    95335
read      496.3  1622.4   173.5   232.0   252.8   337.7   374.6   397.2   413.9   433.6   461.8   514.1  3920.0 30655.9 40249.3   5234.7     5252
read      411.4   471.8   160.7   217.6   230.4   343.8   414.4   458.7   494.3   539.4   600.4   701.0  1614.2  4157.9 23581.6  65778.3    65908
read      496.2   811.6   160.7   212.2   227.3   411.3   493.8   546.7   590.3   640.0   702.2   807.7  2651.6  9764.9 32104.6  16892.5    16889
read      426.3   660.2   160.7   211.0   224.0   338.8   419.1   474.0   517.0   566.6   628.2   789.6  1399.4  7260.7 31336.9  42927.7    42912
read      377.0   295.1   160.7   221.0   235.7   340.8   397.6   431.4   458.1   491.2   536.4   610.6   840.6  2672.4 10275.7  99723.3    99898
read      495.5   790.9   160.7   218.0   231.3   386.7   498.4   562.5   614.4   688.1   798.7   944.3  1651.2  7495.1 31900.8  26330.0    26385
read      510.3   755.6   173.5   219.2   232.3   410.8   514.3   579.0   634.1   703.3   791.9   933.8  2190.9  9371.0 31870.5  22545.7    22616
read      405.7   525.0   160.7   212.4   225.4   343.9   421.0   468.7   507.0   552.7   611.7   693.8  1202.8  5054.1 29528.0  50613.8    50605
read      370.8   287.4   160.7   216.0   229.0   329.9   390.4   426.4   454.7   490.6   539.9   620.4   901.1  2316.5 10220.6  90284.0    90283
read      476.9   734.3   173.5   216.8   229.8   382.0   489.6   546.6   591.5   655.5   759.1   910.2  1343.7  8093.5 30070.8  26189.5    26273
read      404.2   403.2   160.7   215.4   227.9   344.9   422.3   471.0   512.2   560.6   618.2   702.0  1238.4  3865.3 15843.3  48437.8    48521
read      386.2   338.7   160.7   213.6   226.3   342.1   425.2   476.3   511.9   548.7   589.5   641.8   795.3  1715.3 16453.2  34062.7    34058
read      378.4   271.3   160.7   218.3   230.3   335.2   401.1   440.4   471.3   510.8   564.4   641.0   891.6  2519.7  7726.7  75525.7    75648
read      509.7   784.1   173.5   220.6   234.8   426.7   522.9   585.2   632.6   686.3   748.1   855.7  2250.4 11370.2 30990.8  19547.5    19482
read      503.0   857.2   173.5   222.5   239.1   420.8   503.8   557.0   594.5   634.1   683.2   763.2  2609.3 10069.6 31421.6  15057.7    15054
read      442.0   509.7   160.7   219.3   232.3   349.4   419.2   465.1   505.2   562.2   648.4   978.8  1985.8  4808.8 26317.2  75862.3    75754
read      488.9  1561.6   173.5   236.1   256.2   342.1   381.0   401.6   417.4   434.2   460.4   510.5  3210.3 30330.2 37900.7   5232.0     5187
read      518.1   851.5   160.7   221.5   236.3   429.8   523.1   583.6   626.1   672.6   728.6   828.7  2623.9  8089.1 36521.6  17551.2    17656
read      475.5   552.0   160.7   229.5   247.9   385.9   456.3   500.6   535.0   578.4   641.7  1144.2  1852.8  5921.9 24962.5  96318.2    96343
read      381.8   366.6   160.7   212.3   224.9   337.2   417.0   467.8   504.2   543.3   586.3   639.2   781.7  1497.7 20359.6  36816.2    36665
read      363.9   305.2   160.7   216.7   228.7   324.9   384.7   419.9   447.2   481.9   530.2   603.9   787.0  2137.5 12674.2  85454.2    85269
read      390.7   467.3   160.7   214.1   226.9   343.4   428.0   478.8   512.4   547.5   587.0   638.8   824.0  2019.3 28888.5  31495.0    31525
read      375.0   360.8   160.7   214.2   226.4   328.5   395.1   435.0   468.2   512.2   567.7   639.4   900.8  2004.3 15271.2  61907.8    61798
read      534.6  1340.6   173.5   225.5   242.8   402.3   474.3   518.2   550.5   588.9   633.5   720.2  3305.8 26632.8 37879.4  12307.8    12253
read      451.7   440.3   160.7   219.6   232.7   382.7   488.4   544.6   588.0   647.8   741.9   880.0  1145.0  4101.8 23159.5  25702.8    25710
read      375.0   287.0   160.7   215.7   228.2   329.9   393.5   430.8   460.4   498.1   549.6   631.5  1080.7  2599.4  7997.0  79714.2    79937
read      391.4   714.9   173.5   228.7   247.1   355.6   402.1   427.7   445.1   464.1   489.6   528.4   645.1  6051.3 33082.0   7261.5     7271
read      438.5   423.7   160.7   222.2   237.0   357.5   420.8   461.3   495.4   540.8   610.5   869.7  1799.2  2965.2 13188.9  85785.7    85861
read      361.4   276.1   160.7   216.5   228.6   322.9   379.0   411.6   436.1   468.9   515.3   590.9   938.5  2347.8  7867.7  91586.7    91467
read      369.3   230.4   160.7   215.7   227.8   328.9   394.4   433.8   465.0   504.4   556.8   632.3   823.7  1775.8  7739.2  72130.5    72217
read      380.5   324.7   160.7   214.7   227.6   338.3   423.5   472.9   505.5   539.0   576.3   624.7   726.1  1533.0 14350.1  31067.7    31080
read      365.2   246.7   160.7   217.7   229.7   326.0   388.4   425.4   454.8   492.2   542.3   617.8   779.5  1956.0  7753.4  76794.5    76878
read      372.5   290.8   160.7   218.4   230.5   331.8   393.0   429.0   457.6   493.3   541.4   619.5   884.8  2639.8  9772.0  84666.5    84584
read      387.8   607.1   173.5   228.6   244.5   369.7   414.8   435.8   450.3   464.9   484.3   507.9   583.5  6922.1 30639.6  12459.5    12492
read      376.9   283.5   160.7   217.6   229.9   342.3   414.6   455.5   487.0   524.9   569.9   628.0   736.6  1262.0 12124.8  57114.0    57106
read      358.1   254.4   160.7   219.4   232.2   330.4   387.1   419.6   444.1   474.0   514.5   576.7   702.7  1057.0  8591.9  96238.0    96245
read      372.1   690.8   173.5   239.9   259.0   343.5   371.5   386.6   396.4   407.6   425.7   454.3   566.2  7024.6 36921.5   6805.5     6791
read      360.2   246.6   160.7   219.0   231.5   330.1   389.5   424.1   450.2   481.9   524.2   587.1   718.7  1148.6  7363.3  90680.5    90728
read      366.1   727.8   187.4   244.5   262.6   329.0   352.4   365.3   373.3   386.1   399.9   430.3   601.1  7331.4 32441.9   5227.8     5151
read      362.2   223.3   160.7   218.1   230.5   330.7   394.0   429.6   457.3   491.3   534.9   597.5   721.0  1199.6  8159.9  82856.2    82969
read      386.6   348.7   160.7   217.3   230.0   352.0   428.1   473.0   506.2   542.8   583.4   634.4   734.4  1280.4 17146.7  42722.0    42635
read      362.3   277.3   160.7   221.1   235.1   334.5   390.2   422.5   446.8   476.1   515.8   577.5   706.2  1463.8  8391.3  99085.0    99337
read      362.3   206.2   160.7   220.9   234.6   334.5   392.2   426.2   452.0   483.2   524.6   587.7   722.2  1087.6  5744.5  95247.8    95192
read      370.7   224.2   160.7   218.4   230.6   336.1   403.8   443.9   473.6   510.5   557.3   621.5   741.8  1290.3  7513.1  69094.5    69200
read      385.5   347.6   160.7   218.6   230.8   349.5   425.3   468.4   502.0   540.4   584.1   638.3   741.9  1249.7 20692.5  49600.0    49459
read      388.3   411.2   160.7   218.1   231.2   354.2   437.5   482.1   509.7   537.7   569.5   611.7   689.8  1249.6 25076.7  28880.2    29055
read      376.0   274.5   160.7   218.7   230.9   340.2   411.0   451.8   482.6   520.2   566.0   628.0   743.4  1662.9  8912.8  64129.2    64324
read      378.7   866.0   173.5   242.0   260.6   334.4   360.1   372.9   383.6   395.1   408.9   434.1   584.2 10175.6 35657.8   5720.7     5705
read      364.2   219.0   160.7   219.6   232.2   333.4   395.6   431.3   459.2   492.9   535.6   596.5   722.3  1101.0  7899.2  84592.8    84816
read      390.1   529.8   160.7   220.0   234.0   358.6   439.7   477.6   500.5   524.4   548.8   585.6   658.0  2341.0 31170.9  23631.5    23714
read      365.5   232.6   160.7   217.6   229.8   332.5   398.2   435.4   464.0   499.6   544.2   607.2   729.4  1211.4  8164.3  74226.2    74116
read      394.5   550.3   160.7   222.9   237.6   369.4   440.8   472.4   492.2   512.4   536.5   569.9   638.4  4017.7 28997.2  20018.2    19948
read      385.0   386.3   160.7   218.1   230.5   350.6   425.7   468.8   502.0   539.3   579.8   630.3   724.1  1260.0 26290.9  44238.2    44213
read      392.7   577.3   160.7   223.3   238.0   367.9   438.0   469.2   488.9   508.5   532.8   565.0   635.4  3824.8 30726.5  19500.8    19454
read      369.2   616.1   173.5   239.0   257.9   343.9   371.9   387.4   397.4   409.4   426.9   454.7   564.3  6422.2 29991.4   7220.8     7190
read      380.0   291.9   160.7   216.9   229.8   347.0   420.9   463.1   495.6   533.0   575.3   628.1   721.0  1011.0 10833.9  47639.3    47657
read      385.2   328.0   160.7   217.8   230.3   350.4   426.0   469.4   502.9   540.5   581.7   633.4   733.2  1677.7 11231.2  44405.7    44399
read      399.5  1113.9   187.4   240.9   259.4   342.0   368.5   383.0   393.3   403.6   422.0   449.4   580.7 25569.5 39031.6   6528.8     6481
read      372.3   788.9   173.5   242.5   260.9   333.1   357.6   369.9   379.4   391.9   404.3   434.3   593.0  9770.5 35603.3   5817.7     5807
read      364.1   554.5   160.7   219.0   231.1   331.1   393.6   429.6   457.1   490.7   533.5   593.6   718.4  1398.7  8080.1  82973.5    83137
read      370.3   525.4   173.5   233.4   249.9   357.7   393.0   410.3   422.4   434.5   452.8   474.1   540.1  3878.4 29551.3   9614.7     9580
read      385.8   369.0   160.7   216.8   229.6   350.9   429.0   474.8   507.6   541.1   577.7   624.9   715.8  1427.6 17092.6  37280.3    37385
read      383.9   368.2   160.7   217.6   230.4   352.5   428.9   472.6   503.1   534.1   567.9   611.5   691.6  1176.4 20232.1  33622.8    33706
read      385.8   389.5   160.7   217.5   230.2   351.3   429.3   474.9   506.8   539.2   574.7   620.5   700.6  1318.8 24483.3  35158.2    35204
read      382.6   326.1   160.7   218.5   230.8   348.1   422.4   463.9   496.2   533.5   575.9   628.8   731.7  1750.1 13181.7  50380.0    50438
read      379.4   363.4   160.7   216.7   229.2   345.7   419.0   460.7   492.8   530.1   572.1   623.9   714.3  1024.4 21491.4  48988.0    48878
read      385.5   399.9   160.7   217.2   229.6   349.5   425.0   468.4   501.6   538.2   578.2   628.6   728.8  1375.9 24928.8  42755.8    42682

Total QPS = 50017.6 (45015828 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 11118909763 bytes :   11.8 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.98%,49.50%,100.00%
