timestamp,cpu
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792102,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792103,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792104,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,0.0
1715792105,10.0
1715792106,0.0
1715792106,0.0
1715792106,10.0
1715792106,10.0
1715792106,10.0
1715792106,0.0
1715792106,10.0
1715792106,10.0
1715792106,19.9
1715792106,10.0
1715792107,0.0
1715792107,10.0
1715792107,10.0
1715792107,10.0
1715792107,10.0
1715792107,10.0
1715792107,0.0
1715792107,10.0
1715792107,10.0
1715792107,19.9
1715792108,10.0
1715792108,10.0
1715792108,0.0
1715792108,10.0
1715792108,10.0
1715792108,10.0
1715792108,10.0
1715792108,10.0
1715792108,0.0
1715792109,10.0
1715792109,19.9
1715792109,10.0
1715792109,10.0
1715792109,0.0
1715792109,10.0
1715792109,10.0
1715792109,10.0
1715792109,10.0
1715792109,10.0
1715792110,10.0
1715792110,0.0
1715792110,19.9
1715792110,10.0
1715792110,10.0
1715792110,10.0
1715792110,10.0
1715792110,0.0
1715792110,10.0
1715792110,10.0
1715792111,10.0
1715792111,10.0
1715792111,0.0
1715792111,10.0
1715792111,0.0
1715792111,0.0
1715792111,0.0
1715792111,0.0
1715792111,0.0
1715792111,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792112,0.0
1715792113,10.0
1715792113,10.0
1715792113,19.9
1715792113,10.0
1715792113,19.9
1715792113,19.9
1715792113,19.9
1715792113,10.0
1715792113,19.9
1715792113,10.0
1715792114,19.9
1715792114,19.9
1715792114,19.9
1715792114,10.0
1715792114,19.9
1715792114,10.0
1715792114,19.9
1715792114,10.0
1715792114,29.9
1715792114,10.0
1715792115,19.9
1715792115,10.0
1715792115,19.9
1715792115,10.0
1715792115,29.9
1715792115,19.9
1715792115,10.0
1715792115,19.9
1715792115,10.0
1715792115,19.9
1715792116,19.9
1715792116,19.9
1715792116,10.0
1715792116,19.9
1715792116,19.9
1715792116,10.0
1715792116,29.9
1715792116,10.0
1715792116,19.9
1715792116,10.0
1715792117,19.9
1715792117,10.0
1715792117,29.9
1715792117,10.0
1715792117,19.9
1715792117,10.0
1715792117,19.9
1715792117,10.0
1715792117,29.9
1715792117,10.0
1715792118,10.0
1715792118,10.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792118,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,0.0
1715792119,29.9
1715792120,19.9
1715792120,19.9
1715792120,19.9
1715792120,39.9
1715792120,19.9
1715792120,19.9
1715792120,19.9
1715792120,29.9
1715792120,19.9
1715792120,29.8
1715792121,19.9
1715792121,29.9
1715792121,19.9
1715792121,19.9
1715792121,29.9
1715792121,19.9
1715792121,29.9
1715792121,19.9
1715792121,19.9
1715792121,19.9
1715792122,39.8
1715792122,19.9
1715792122,19.9
1715792122,19.9
1715792122,39.9
1715792122,19.9
1715792122,19.9
1715792122,19.9
1715792122,29.9
1715792122,29.9
1715792123,19.9
1715792123,19.9
1715792123,29.9
1715792123,29.9
1715792123,19.9
1715792123,29.9
1715792123,19.9
1715792123,19.9
1715792123,19.9
1715792123,19.9
1715792124,29.9
1715792124,29.8
1715792124,19.9
1715792124,19.9
1715792124,29.9
1715792124,19.9
1715792124,19.9
1715792124,19.9
1715792124,19.9
1715792124,19.9
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792125,0.0
1715792126,0.0
1715792126,0.0
1715792126,0.0
1715792126,0.0
1715792126,0.0
1715792126,0.0
1715792126,0.0
1715792126,29.9
1715792126,39.9
1715792126,29.9
1715792127,29.9
1715792127,29.9
1715792127,39.9
1715792127,29.9
1715792127,29.8
1715792127,39.8
1715792127,29.9
1715792127,29.9
1715792127,39.9
1715792127,29.9
1715792128,29.9
1715792128,39.9
1715792128,29.9
1715792128,29.9
1715792128,39.8
1715792128,39.8
1715792128,29.9
1715792128,39.9
1715792128,19.9
1715792128,29.9
1715792129,39.9
1715792129,29.9
1715792129,29.9
1715792129,39.9
1715792129,29.9
1715792129,19.9
1715792129,29.9
1715792129,39.8
1715792129,29.9
1715792129,29.9
1715792130,39.9
1715792130,39.9
1715792130,29.9
1715792130,39.9
1715792130,19.9
1715792130,29.9
1715792130,39.8
1715792130,29.9
1715792130,29.9
1715792130,39.8
1715792131,29.9
1715792131,29.9
1715792131,39.9
1715792131,29.9
1715792131,29.9
1715792131,29.9
1715792131,29.9
1715792131,0.0
1715792131,0.0
1715792131,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792132,0.0
1715792133,0.0
1715792133,0.0
1715792133,0.0
1715792133,10.0
1715792133,0.0
1715792133,39.9
1715792133,29.9
1715792133,39.9
1715792133,39.9
1715792133,49.8
1715792134,29.8
1715792134,49.8
1715792134,29.9
1715792134,49.8
1715792134,29.9
1715792134,49.8
1715792134,29.9
1715792134,49.8
1715792134,29.9
1715792134,39.9
1715792135,49.8
1715792135,39.8
1715792135,29.8
1715792135,49.8
1715792135,29.9
1715792135,49.9
1715792135,29.9
1715792135,39.9
1715792135,49.9
1715792135,29.9
1715792136,49.8
1715792136,29.9
1715792136,49.8
1715792136,29.8
1715792136,39.8
1715792136,39.8
1715792136,39.9
1715792136,39.9
1715792136,39.9
1715792137,39.8
1715792137,49.8
1715792137,29.9
1715792137,39.9
1715792137,49.7
1715792137,29.9
1715792137,39.9
1715792137,49.9
1715792137,29.9
1715792137,49.8
1715792138,29.9
1715792138,39.9
1715792138,49.8
1715792138,39.9
1715792138,39.9
1715792138,29.9
1715792138,0.0
1715792138,0.0
1715792138,0.0
1715792138,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792139,0.0
1715792140,0.0
1715792140,0.0
1715792140,10.0
1715792140,0.0
1715792140,49.8
1715792140,49.8
1715792140,39.8
1715792140,49.8
1715792140,49.7
1715792140,39.8
1715792141,49.8
1715792141,49.8
1715792141,49.8
1715792141,39.9
1715792141,59.8
1715792141,49.8
1715792141,39.9
1715792141,39.8
1715792141,49.8
1715792141,59.8
1715792142,39.8
1715792142,49.8
1715792142,39.9
1715792142,59.8
1715792142,39.9
1715792142,39.9
1715792142,49.8
1715792142,49.8
1715792142,39.8
1715792142,59.7
1715792143,39.9
1715792143,59.8
1715792143,39.9
1715792143,49.8
1715792143,49.8
1715792143,39.9
1715792143,49.8
1715792143,39.9
1715792143,49.7
1715792143,49.7
1715792144,39.8
1715792144,59.8
1715792144,39.9
1715792144,49.8
1715792144,49.8
1715792144,39.9
1715792144,49.8
1715792144,49.7
1715792144,49.7
1715792144,39.8
1715792145,59.8
1715792145,39.9
1715792145,59.8
1715792145,29.9
1715792145,0.0
1715792145,0.0
1715792145,0.0
1715792145,0.0
1715792145,0.0
1715792145,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,0.0
1715792146,10.0
1715792147,0.0
1715792147,19.9
1715792147,59.8
1715792147,49.8
1715792147,69.8
1715792147,39.8
1715792147,59.8
1715792147,59.8
1715792147,49.8
1715792147,59.7
1715792148,59.7
1715792148,59.7
1715792148,59.8
1715792148,49.8
1715792148,49.8
1715792148,59.8
1715792148,59.8
1715792148,49.8
1715792148,69.8
1715792148,49.8
1715792149,59.7
1715792149,59.7
1715792149,59.8
1715792149,59.8
1715792149,59.8
1715792149,49.8
1715792149,59.8
1715792149,59.8
1715792149,69.8
1715792149,39.9
1715792150,59.6
1715792150,59.7
1715792150,59.7
1715792150,59.8
1715792150,59.8
1715792150,59.8
1715792150,59.8
1715792150,49.8
1715792150,59.8
1715792150,49.8
1715792151,69.6
1715792151,59.7
1715792151,49.7
1715792151,59.8
1715792151,59.8
1715792151,39.9
1715792151,59.8
1715792151,59.8
1715792151,59.8
1715792151,49.8
1715792152,49.7
1715792152,29.9
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792152,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,0.0
1715792153,49.8
1715792154,69.6
1715792154,69.6
1715792154,69.7
1715792154,59.7
1715792154,69.7
1715792154,59.7
1715792154,69.7
1715792154,69.8
1715792154,69.8
1715792154,69.8
1715792155,49.7
1715792155,79.6
1715792155,49.8
1715792155,59.8
1715792155,69.8
1715792155,69.8
1715792155,69.7
1715792155,59.8
1715792155,69.8
1715792155,59.7
1715792156,59.6
1715792156,79.6
1715792156,59.7
1715792156,69.7
1715792156,69.8
1715792156,59.8
1715792156,59.8
1715792156,59.8
1715792156,69.8
1715792156,69.7
1715792157,69.6
1715792157,69.6
1715792157,69.7
1715792157,59.8
1715792157,59.8
1715792157,69.7
1715792157,69.8
1715792157,59.8
1715792157,69.7
1715792157,59.7
1715792158,59.7
1715792158,79.6
1715792158,59.8
1715792158,69.8
1715792158,59.8
1715792158,69.8
1715792158,59.8
1715792158,69.8
1715792158,69.8
1715792158,10.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792159,0.0
1715792160,0.0
1715792160,0.0
1715792160,0.0
1715792160,0.0
1715792160,0.0
1715792160,0.0
1715792160,10.0
1715792160,49.8
1715792160,69.8
1715792160,59.8
1715792161,79.7
1715792161,79.8
1715792161,69.6
1715792161,79.6
1715792161,79.7
1715792161,69.7
1715792161,69.8
1715792161,69.8
1715792161,79.7
1715792161,69.8
1715792162,69.8
1715792162,69.8
1715792162,69.7
1715792162,79.6
1715792162,79.6
1715792162,79.7
1715792162,69.7
1715792162,59.8
1715792162,79.7
1715792163,69.7
1715792163,69.8
1715792163,79.7
1715792163,59.7
1715792163,79.6
1715792163,69.6
1715792163,69.8
1715792163,69.7
1715792163,79.8
1715792163,69.8
1715792164,79.7
1715792164,69.8
1715792164,69.8
1715792164,69.7
1715792164,79.6
1715792164,69.6
1715792164,79.6
1715792164,69.7
1715792164,59.8
1715792164,89.7
1715792165,69.8
1715792165,59.8
1715792165,79.7
1715792165,79.7
1715792165,69.6
1715792165,79.3
1715792165,69.7
1715792165,79.7
1715792165,0.0
1715792165,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792166,0.0
1715792167,0.0
1715792167,0.0
1715792167,0.0
1715792167,0.0
1715792167,0.0
1715792167,0.0
1715792167,69.8
1715792167,79.7
1715792167,69.7
1715792167,89.6
1715792168,79.7
1715792168,69.7
1715792168,79.7
1715792168,79.7
1715792168,79.6
1715792168,79.6
1715792168,79.5
1715792168,69.7
1715792168,89.7
1715792168,69.8
1715792169,79.7
1715792169,79.7
1715792169,89.7
1715792169,69.8
1715792169,89.4
1715792169,79.6
1715792169,79.5
1715792169,69.7
1715792169,79.7
1715792169,79.7
1715792170,79.7
1715792170,79.8
1715792170,79.7
1715792170,69.7
1715792170,89.5
1715792170,89.5
1715792170,69.7
1715792170,89.7
1715792170,59.8
1715792170,79.7
1715792171,79.7
1715792171,79.7
1715792171,79.6
1715792171,79.5
1715792171,89.5
1715792171,79.6
1715792171,69.7
1715792171,79.7
1715792171,69.7
1715792171,89.7
1715792172,69.8
1715792172,79.6
1715792172,79.5
1715792172,89.5
1715792172,69.6
1715792172,69.7
1715792172,10.0
1715792172,0.0
1715792172,0.0
1715792172,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792173,0.0
1715792174,0.0
1715792174,0.0
1715792174,0.0
1715792174,19.9
1715792174,89.5
1715792174,89.5
1715792174,89.6
1715792174,89.7
1715792174,89.7
1715792174,89.7
1715792175,89.7
1715792175,89.5
1715792175,89.6
1715792175,99.5
1715792175,89.5
1715792175,99.6
1715792175,89.7
1715792175,99.6
1715792175,89.7
1715792175,89.7
1715792176,89.6
1715792176,89.5
1715792176,79.6
1715792176,99.5
1715792176,79.7
1715792176,79.7
1715792176,89.7
1715792176,89.7
1715792176,109.7
1715792176,79.7
1715792177,89.6
1715792177,89.5
1715792177,99.5
1715792177,79.7
1715792177,99.6
1715792177,89.7
