blackscholes,1,126.72
blackscholes,2,74.32
blackscholes,4,47.941
blackscholes,8,37.442
canneal,1,254.875
canneal,2,156.817
canneal,4,108.53
canneal,8,82.826
dedup,1,20.754
dedup,2,11.404
dedup,4,9.553
dedup,8,19.507
ferret,1,327.789
ferret,2,166.766
ferret,4,96.683
ferret,8,82.505
freqmine,1,499.87
freqmine,2,253.373
freqmine,4,139.265
freqmine,8,104.531
radix,1,58.796
radix,2,28.542
radix,4,14.583
radix,8,9.768
vips,1,107.288
vips,2,71.42
vips,4,28.416
vips,8,24.195
